file,c11,c21,c31,c12,c22,c32,c13,c23,c33,c14,c24,c34,c15,c25,c35,c16,c26,c36
mexican_mismatch_interrogative-partial-wh_Por-que-odiaba-la-lluvia,497.5,1796,2660.3,40.4,-102.4,-87.1,-14.2,-21.1,12.4,-76.8,-122.9,-53,47.8,-87.1,11.1,-54.7,-194.2,-157.7
mexican_mismatch_interrogative-partial-wh_Por-que-oia-el-rio,503.5,1826.9,2577.4,19.8,-108.9,-2.4,-7.8,-324.7,-249.1,-68.1,-29.9,27.7,-1.9,-140.4,-99.4,-21.4,116,52.5
mexican_mismatch_interrogative-partial-wh_Por-que-venia-del-lago,519.2,1689.7,2615.5,-30.8,327.7,153,-50,-377.7,-360,-4.9,51.9,59,-22.3,-39.6,52.2,-0.5,55.4,-49.2
mexican_mismatch_interrogative-partial-wh_Por-que-vivia-en-Paris,451.7,1957.8,2607.9,-38.5,-130.8,-136.7,10.9,6.7,108.1,-9.5,-146.2,-101.5,36.7,-310.2,-88.7,-53.3,87.3,76.9
mexican_mismatch_interrogative-total-yn_El-bebe-comia-muy-bien,477.5,1953.2,2601.9,12,-101.9,10.1,-53.2,97,-10.6,-36.9,129.4,82.1,21.8,-77.4,-26.5,4.9,207.8,223.3
mexican_mismatch_interrogative-total-yn_El-hombre-mira-la-luna,475.5,1859.9,2728,-30.4,108.5,-136.8,-0.2,48.1,83.8,26.6,118.2,133.1,36.5,218.3,237.2,-36,111.9,-37.8
mexican_mismatch_interrogative-total-yn_El-nino-oye-el-rio,462.2,2012.9,2783.3,4.7,259.2,146.1,-0.7,124.3,-135.8,-66.4,220.4,153.5,42.3,-122.4,6.6,38.5,-16.6,26.8
mexican_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris,477.5,1922.6,2672.5,41.7,-170.6,-38.4,10.3,71.6,147.9,-8.4,-159.2,-208.9,1.6,-82.9,-14.7,-9.5,134.5,9
mexican_mismatch_interrogative-total-yn_La-nina-lava-el-plato,519.5,1743.7,2658.7,-21.9,275.2,276.7,-6.8,-21.9,8.2,-35.8,25.5,43.6,42.9,-200.8,-59.4,72,-59.8,65.6
mexican_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta,493.8,1718.4,2665.3,5.2,98,-173.9,-32.4,22.9,2.4,-57.8,-12.8,-99.6,7,-36.5,-103,-49.4,-43.7,-96.9
mexican_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago,467.8,1769.9,2601.4,-49.7,347.8,109.4,13,-289.6,-234.4,2.7,172.6,154.6,-5.5,11.2,-44.6,-8.8,128.2,-19.7
mexican_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia,482.4,1967.6,2874,13.9,71.6,15.3,-56,235.7,26.6,-97.9,159.1,-62.1,9.3,-82.2,18.8,-18.7,-205.4,-175.4
mexican_question_filler_Felipe-no-tiene-contrasena,500.4,1952.7,2845.6,-41.5,58.1,-178.7,-8.3,68.9,77.2,1.4,-58.9,-95.8,4.7,2.5,58.1,-0.9,142.2,126.3
peruvian_match_declarative-broad-focus_Ana-lleva-el-abrigo,484.4,1579.4,2484.1,74.6,55.1,-38.2,-7.5,-143.9,23.6,64.2,128.4,14,117.7,-329.3,-59,-36.5,194.2,-15.9
peruvian_match_declarative-broad-focus_Daniel-iba-a-Bolivia,432.8,1805.4,2592.9,33.9,23.2,36.6,-8.1,228,131.6,-6.6,-242.5,-40.6,73.9,-360.6,-119.8,-86.5,215.6,56.5
peruvian_match_declarative-broad-focus_David-leia-el-libro,387.5,1941.4,2672.3,4.1,40.1,95.4,57.3,-465.6,-147.2,28.1,-1.6,0.7,58.1,-211.4,-9.6,-67.7,53.9,-4.8
peruvian_match_declarative-broad-focus_Emilio-ama-la-marcha,542.6,1691.3,2510.7,-170.4,360,98.2,-77.9,241.6,86.6,25.5,-29.7,-39.1,71,-144.1,-47.8,48.4,-170,-69.5
peruvian_match_declarative-broad-focus_Manuela-vende-el-carro,515.4,1615.5,2490.7,-30.9,-15,93.8,59.8,-303.4,-135.3,-29.3,98.6,4.4,-27.6,34.3,78.6,88,-78.7,-58.5
peruvian_match_declarative-broad-focus_Maria-bebe-el-vino,443.4,1683,2502.6,-6.9,-49.4,-67.4,27.4,-171.7,9.7,-78.4,51.7,-5.9,77.5,-311.2,-144.3,-11.9,-50.5,17.2
peruvian_match_declarative-broad-focus_Mariano-habla-del-tiempo,482.6,1501,2530.3,50.8,47.9,-74.9,-28.1,-46.6,-32.8,-64.7,334.8,72,25.7,-272.5,-51.8,34.7,-124.5,-54.1
peruvian_match_declarative-broad-focus_Marta-abre-el-regalo,584.5,1515.9,2442.5,114.5,-60.7,19.8,20.3,-59.8,77.9,-59.6,147.3,-37.1,-56.3,-23.1,-51.8,46.7,-18.3,-66.4
peruvian_match_declarative-narrow-focus_Ana-lleva-el-abrigo,473.2,1628.6,2586.1,92,141.8,83.8,8.5,-133,39.1,48.2,23.2,-76.4,94.2,-353.4,-170.4,-33.7,221.6,-11.9
peruvian_match_declarative-narrow-focus_Daniel-iba-a-Bolivia,415.5,1811.4,2631.3,3.1,-49.3,44.6,-17.9,191.7,124.3,-44.2,-13,76.6,110.6,-540.3,-159.9,-34.1,22.7,-60.4
peruvian_match_declarative-narrow-focus_David-leia-el-libro,392.5,1943.9,2621.6,17.8,75.7,102.3,50.4,-385.8,-174.7,12.2,-12.6,-10.9,60.2,-118,7.1,-35.1,17.4,-0.4
peruvian_match_declarative-narrow-focus_Emilio-ama-la-marcha,529.8,1624.1,2517.9,-167.1,347.7,69.1,-44,289.5,110.4,23.2,14.5,8.4,53.9,-126.5,-21.4,29.9,-149.6,-51.1
peruvian_match_declarative-narrow-focus_Manuela-vende-el-carro,523.5,1580.8,2459.7,-62.7,-9.3,133.5,49.1,-317.2,-132.3,-39.4,81.1,65,-34.8,-44.6,12.9,63.5,-111,-51.5
peruvian_match_declarative-narrow-focus_Maria-bebe-el-vino,439.3,1819.6,2602.8,9.5,17.6,-70.1,37.3,-112.7,82.5,-54.9,51,-93.2,76.4,-389.2,-162.7,28,-91.5,-91.5
peruvian_match_declarative-narrow-focus_Mariano-habla-del-tiempo,457,1453.8,2399.2,52.8,30.1,24.9,1.6,-69.8,-7.1,-64.5,207.5,-50.2,26,-191.4,-21.4,9.2,-110.5,2.5
peruvian_match_declarative-narrow-focus_Marta-abre-el-regalo,554.1,1518.7,2473,79.2,-98.1,27.3,32.1,-131.1,26.7,-46.1,156.3,-15.2,-58.7,0.6,-6.3,29.7,-14.5,-77.9
peruvian_match_interrogative-partial-wh_Cuando-bebia-el-vino,424.8,1548,2467.4,-8.3,-201,-31.9,103.8,-453.2,-94.5,-16.1,48.7,1.7,62.2,89.1,-25.7,-14.1,24.6,-26.3
peruvian_match_interrogative-partial-wh_Cuando-leia-el-libro,419.9,1658.4,2487.8,20.1,-257.1,-30.1,52.8,-569.3,-143.3,1.3,41.9,-28.1,72.2,-16.1,-64.5,-24.1,136.2,-19.5
peruvian_match_interrogative-partial-wh_Cuando-lleva-el-abrigo,445.7,1540.7,2503.3,38.5,-108.3,-33.3,-5.1,-247.3,12.1,51.8,10.5,-73,84.8,-283.9,-119.9,-36.9,250.5,0.8
peruvian_match_interrogative-partial-wh_Cuando-vendia-el-carro,506.6,1544.3,2488.8,-72,3.5,143.4,43.9,-558.6,-205.2,112,1.1,-133,-65.8,127.4,53.2,44.3,9.2,-57.4
peruvian_match_interrogative-partial-wh_Por-que-abre-el-regalo,516.2,1580.8,2476.8,23.4,139.7,8,14,-242.8,20.9,-3.4,-77.6,-109,3.6,-333.1,-31.8,45.5,-161.2,-57
peruvian_match_interrogative-partial-wh_Por-que-ama-la-navidad,563.7,1626,2571.9,-19.5,6.1,28.5,7.8,-46,-64.9,-116.4,-129.3,-108.1,96.1,-309.8,-9.4,36.1,-155.5,-25.8
peruvian_match_interrogative-partial-wh_Por-que-hablaba-del-agua,573.9,1505.4,2546.9,-21.9,166.5,-86.1,31.3,-129.4,-12.4,2.7,-76.3,-59.3,11,-310.2,-79.5,21.1,-170.8,-151.2
peruvian_match_interrogative-partial-wh_Por-que-iba-a-Bolivia,430.9,1710.4,2547.4,56.2,-162.9,-52.6,32.7,33.6,-22.8,3.2,-352.2,-171,95.7,-493.8,-146.8,-52.8,167.9,26.3
peruvian_match_interrogative-total-yn_Ana-lleva-el-abrigo,474.2,1554.8,2436.6,91.1,109.5,-56.8,27.9,-211.8,33.3,48.8,152.7,-48.9,120.6,-262.2,-18.6,-32.1,111.3,12.8
peruvian_match_interrogative-total-yn_Daniel-iba-a-Bolivia,431.1,1784.1,2580.9,24.6,43.1,49.8,-30.9,185.1,126.5,-28.7,-36.6,47.5,90.2,-442.1,-103.9,-14.6,104.9,26.2
peruvian_match_interrogative-total-yn_David-leia-el-libro,397,1841.3,2603.1,16.9,116.7,134,58.6,-521.3,-206,10.7,28.9,6.5,40.6,-127.3,47.3,-51.5,60.7,30.7
peruvian_match_interrogative-total-yn_Emilio-ama-la-marcha,521.7,1671.2,2536.9,-113.2,424.5,115.4,-65,280.7,115.8,55.9,46.1,14.8,45.8,-175,-10.2,44.5,-167.1,-32.9
peruvian_match_interrogative-total-yn_Manuela-vende-el-carro,521.2,1535.9,2415.3,-47.1,141.2,125.6,20,-398.4,-155,11.6,84.5,-32.5,-72.8,-17.5,67.6,40.1,-99.3,-84.5
peruvian_match_interrogative-total-yn_Maria-bebe-el-vino,453.6,1730.4,2521.2,20.2,43.5,-60.1,25,-230.6,10.4,-33.3,228.8,52.4,10.2,-311.4,-118.6,70.6,3.8,-22.5
peruvian_match_interrogative-total-yn_Mariano-habla-del-tiempo,483.8,1506.3,2519.9,44,122.3,-75.5,16.2,-181.8,-27.1,-49.4,376.2,48.8,7,-162.2,-21.5,31.9,-215.7,-68.7
peruvian_match_interrogative-total-yn_Marta-abre-el-regalo,564.8,1476.6,2429.8,120.8,12.6,16,32.1,-145.9,36.6,-19.8,214.5,-33.1,-63,-68.9,-7.9,56,-0.6,-51.8
peruvian_mismatch_declarative-broad-focus_El-bebe-comia-muy-bien,466,1781.4,2599.6,-37.8,-74,-147.3,-14.6,156.9,79.4,-21.6,-8.3,-0.6,5.7,-128.4,44.2,-19,18.5,84.6
peruvian_mismatch_declarative-broad-focus_El-hombre-mira-la-luna,440.8,1634.3,2600.7,12.9,104.9,18.5,18.3,-165.5,11,7.3,-33.3,57.2,22.3,219.4,119.8,-105.1,98.2,-5.6
peruvian_mismatch_declarative-broad-focus_El-nino-oye-el-rio,427,1815,2697.6,-11.8,168,76.1,-12.2,150.7,82.2,-24.3,245.2,115.2,36.5,-295.2,-70.8,-20.1,-143.9,-4.9
peruvian_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris,487.7,1698.4,2398.4,73.6,-75.1,-17.3,9.6,-13.2,101.6,-1.2,-72,-65.3,-23,-27.8,59.9,18.2,-154.7,-88.3
peruvian_mismatch_declarative-broad-focus_La-nina-lava-el-plato,522.5,1627,2561.6,-66.8,139.9,27.7,-0.4,12.9,-27.4,-16.6,-0.1,-46.7,43,-145.8,-85.3,71.2,-167.7,-54
peruvian_mismatch_declarative-broad-focus_Mi-madre-come-la-fruta,505.4,1517.6,2489.9,-28.1,97.4,1.8,-41.9,38.6,68.2,-29.3,25.9,6.7,11.7,-0.5,6.3,-89.3,19.1,51.2
peruvian_mismatch_declarative-broad-focus_Mi-novio-viene-del-lago,468.5,1681,2581.9,-105.2,227.5,116.4,65.1,-105.4,0.4,-16.5,173.7,53.8,-63.6,283.8,122.4,5.5,112.7,-36.3
peruvian_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia,429.6,1825.4,2804.4,-30.4,258.8,231.4,-96.2,300.3,86.7,-85.7,80.4,20,46.3,-169.3,-94,-1.4,-329.5,-133.6
peruvian_mismatch_declarative-narrow-focus_El-bebe-comia-muy-bien,433.1,1803.4,2608.6,-1.2,-74.7,-145.3,-32.3,111.6,46.2,-13.2,42.8,37.3,24.9,-96,126.1,-28.4,63.7,71.3
peruvian_mismatch_declarative-narrow-focus_El-hombre-mira-la-luna,447.4,1599.8,2563.1,-16.4,134.1,-3,13,-117.3,-13.6,-0.8,-73.5,8.9,27.3,268.5,91,-120.5,155,46.5
peruvian_mismatch_declarative-narrow-focus_El-nino-oye-el-rio,412.8,1782.2,2662,3.7,179.7,51.9,-13.4,159.6,13,-49,267.4,63.6,49.6,-240.5,-41.3,-6.9,-134.5,-20.2
peruvian_mismatch_declarative-narrow-focus_La-maestra-vive-en-Paris,493.3,1641.3,2382.1,12,-57.8,-161.4,54.4,50.9,102.1,-39.9,-130.8,-90.8,-20.8,-34.8,57.2,-42.8,-86.1,-43.3
peruvian_mismatch_declarative-narrow-focus_La-nina-lava-el-plato,517.7,1688.8,2629.7,-68.7,259.1,124.9,-19.6,12.8,73.1,-29.7,38.8,-39.3,63.3,-280.2,-147.5,78.7,-212.5,-97.3
peruvian_mismatch_declarative-narrow-focus_Mi-madre-come-la-fruta,481.5,1515.4,2422.6,-38,126.9,-16.7,-36.5,91.4,84.2,-20.9,44.3,46.1,-4.4,-6.5,44.4,-107.3,12.3,-24.8
peruvian_mismatch_declarative-narrow-focus_Mi-novio-viene-del-lago,475.5,1634,2559.8,-113.9,329.8,94.5,67,-167.1,-20.7,22.1,215.4,72.5,-69.2,175.1,107.4,21.7,199.1,22.4
peruvian_mismatch_declarative-narrow-focus_Mi-tia-odia-la-lluvia,444.4,1787.2,2732.2,-5.4,210.5,148.2,-64.3,264.5,43.9,-51.3,69.1,16.6,37.2,-169.6,-54.2,-18.7,-367.7,-131.3
peruvian_mismatch_interrogative-partial-wh_Cuando-comia-la-fruta,485.9,1416.9,2514.7,-25.9,-108.9,-30.2,1.1,-210.5,-66.6,31.1,-21.5,-49.9,79.9,157.4,-35.9,-65.3,-0.7,83.2
peruvian_mismatch_interrogative-partial-wh_Cuando-lavaba-el-plato,524.1,1328,2453.5,-48.9,-165.5,-9.4,41.5,-124.2,-7,-36.1,96.5,-42.5,11.3,-129.4,-51.7,101,-114.8,-37.3
peruvian_mismatch_interrogative-partial-wh_Cuando-miraba-la-luna,466.5,1432,2499.3,0.2,-93.5,-4,12.4,-107.6,37.7,-24,-188.5,-69.9,100.7,-117.2,-56.7,75.9,-8.7,-100.3
peruvian_mismatch_interrogative-partial-wh_Por-que-desayuna-muy-bien,449,1692.2,2475.5,-7.2,-242.9,-141.5,67.4,7.5,-0.8,-10.2,-247.9,-113,34.1,-231.2,-70.4,-25.4,120.2,55.3
peruvian_mismatch_interrogative-partial-wh_Por-que-odiaba-la-lluvia,471.7,1541.2,2536.9,66.3,-138.1,-109.6,-8.6,33.1,-14.4,-13.2,-79.3,-121.4,73.6,-70.8,-12.5,-74.1,-167.4,-13.2
peruvian_mismatch_interrogative-partial-wh_Por-que-oia-el-rio,438.4,1586.9,2467.5,43.5,-166.4,-98.1,34.7,-72.2,-99.1,-18.1,24.5,31.3,6.4,-366,-36,-55.5,-54.3,54.5
peruvian_mismatch_interrogative-partial-wh_Por-que-venia-del-lago,514.1,1631.6,2547.5,-33.2,147.4,-38.4,82.8,-435.6,-229.8,11.6,-99.4,-24.7,-19.3,-17.2,92.2,18.6,-23,-36.2
peruvian_mismatch_interrogative-partial-wh_Por-que-vivia-en-Paris,428.3,1678,2426.1,49,-27.2,-94.7,34.1,-298.4,-118.6,66.1,-358.2,-139.1,-6.7,76.5,132.6,-77.6,-50.3,1.6
peruvian_mismatch_interrogative-total-yn_El-bebe-comia-muy-bien,425.9,1842.3,2609.3,5.7,-77,-92.5,-55.4,103,-7.1,-7.6,98,57.1,14.3,-46.3,149.5,-3.8,30.5,72.5
peruvian_mismatch_interrogative-total-yn_El-hombre-mira-la-luna,425.6,1631.2,2583.6,-46.8,110.4,1.9,23.2,-58.6,57.5,7,-17.6,44.7,49.1,248.6,80,-53.2,240.9,58.4
peruvian_mismatch_interrogative-total-yn_El-nino-oye-el-rio,423,1712.8,2604.3,-28.7,278.5,114.8,15.1,23.5,17.7,-50.2,283.6,5.9,33,-115.7,12.9,-1.3,-115.7,-47.8
peruvian_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris,472.8,1668.3,2408.6,128.9,-105.6,-64.7,-5.5,23.1,124.6,27.8,-87.2,-29.6,-44.1,-34.6,79.1,-3.1,-81.4,3.1
peruvian_mismatch_interrogative-total-yn_La-nina-lava-el-plato,516.4,1583,2525.7,-21.4,391.8,110.7,-38.3,-88.1,-10.6,0.6,99.9,-85.6,-33.2,-198.4,-103.3,74,-185.2,-94
peruvian_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta,493.1,1564.1,2456.5,-51.3,107.9,-40.5,-44.7,46.2,44.1,-47.9,57.9,30.5,-2.8,3.4,-13.6,-89.2,-12.7,-18.8
peruvian_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago,453.1,1537.8,2492.3,-84.9,254.2,86.8,14.7,-298.8,-92.8,36.6,173,48.4,-48,202.1,140,-5.3,164,19.3
peruvian_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia,440.9,1849.8,2731.7,-28.8,264.9,164.1,-39.3,274.7,96.9,-116.8,193.9,43.5,33.9,-49.7,45.4,-10.1,-201.9,-56.6
peruvian_statement_filler_El-nino-habla-con-su-madre,476.1,1460.3,2468.4,-32.8,142.4,116.1,-64.4,256.4,83.3,-71.7,35.9,38.8,48.4,239.8,-20.4,42.9,-40.8,-100.1
puertorican_match_declarative-broad-focus_Ana-lleva-el-abrigo,541.9,1652.8,2345.5,124.4,34.2,-226.2,41.4,-150.6,-127.1,91.7,-58.5,-122.3,54.7,-216.1,-18.7,-47.5,285.1,47.7
puertorican_match_declarative-broad-focus_Daniel-iba-a-Bolivia,496.6,1731.9,2459.9,44.8,-133.9,14.7,-11.7,-30.9,-68.5,-10.9,-380.5,45.9,28.3,-286.6,-62.5,-77.8,205.8,58.9
puertorican_match_declarative-broad-focus_David-leia-el-libro,452.7,1924.7,2594.2,56.4,132.3,104.4,29.4,-273,19.9,-15.5,235.7,176.7,40.7,-95,-39.1,-46.5,153.2,140.8
puertorican_match_declarative-broad-focus_Emilio-ama-la-marcha,553.6,1575.3,2026.7,-14.5,141.4,111.9,-48.4,170,84.5,-25.5,-7.4,-60.1,35,-81,-96.4,1.1,-0.2,1.7
puertorican_match_declarative-broad-focus_Manuela-vende-el-carro,571.4,1520.7,2113.5,-10.2,-104.2,-111.9,24.4,-235.6,-63.1,-23.6,73,157,-112.2,-24.8,50.7,60.5,-21.1,-55.7
puertorican_match_declarative-broad-focus_Maria-bebe-el-vino,452.3,1731.2,2266.6,92.3,160.9,-79.8,5.8,-193.4,-69.1,-52.9,156.2,108.3,5.7,-247.5,-218.5,49.8,-1.7,-32.8
puertorican_match_declarative-broad-focus_Mariano-habla-del-tiempo,518.6,1519.1,2116.8,153,213.4,-183.5,-27.2,-214.9,158.2,-78.5,240.8,11.4,-28.7,-109.3,-20.7,8.6,-84.2,-101.6
puertorican_match_declarative-broad-focus_Marta-abre-el-regalo,588.9,1714.5,2591.4,4.1,131.9,-23.3,-31.5,-133.8,28.5,-32.6,271.3,-65.3,-64.6,-191.5,8.7,79.8,-128.7,-18.5
puertorican_match_declarative-narrow-focus_Ana-lleva-el-abrigo,511.1,1453.3,2129.1,69.8,2.8,-163.4,17.4,-128,35.9,70.2,63.3,-148.1,78.4,-312,-170.4,-13.9,261.2,172.5
puertorican_match_declarative-narrow-focus_Daniel-iba-a-Bolivia,459.7,1892.8,2609.8,27,116.1,196.9,-33.9,285.7,115.3,-37,-42,160.8,46.1,-236.5,4.9,-88.8,276.7,109.6
puertorican_match_declarative-narrow-focus_David-leia-el-libro,459.8,2017.2,2597.6,27.8,187.4,196.6,23.1,-116.7,32.1,-55.5,224.2,222.3,20,44.5,62.5,-83.8,184.9,158.7
puertorican_match_declarative-narrow-focus_Emilio-ama-la-marcha,529.9,1523.5,2061.6,-38.4,84.2,106.1,-52,113.2,117.9,-33.9,-132.7,-36.4,54.5,-103.9,-81.2,5.9,-40.1,20.5
puertorican_match_declarative-narrow-focus_Manuela-vende-el-carro,498.3,1484,2000.3,-18.3,-23.1,-54.9,13.8,-270.2,-85.6,-24.3,72.7,77.9,-79.8,11.6,134.3,91.3,45.9,-36
puertorican_match_declarative-narrow-focus_Maria-bebe-el-vino,481.7,1940.8,2618.9,63.2,23.5,-22.6,4.3,-23.7,114.5,-56.2,-4.6,-10.4,44.8,-207.7,-66.4,-54.2,37.8,12.4
puertorican_match_declarative-narrow-focus_Mariano-habla-del-tiempo,512.8,1490.3,2083.7,91,104.3,-159.2,-37.8,-69,66.1,-45.3,200.9,0.7,12.6,-218,-16.7,-25.4,-41,-31.6
puertorican_match_declarative-narrow-focus_Marta-abre-el-regalo,622.6,1661.2,2598.2,98.2,138.4,100.2,-21.1,-137,120.8,-83.4,262.5,-17.6,-93.3,-177,60.3,24.9,2.9,-12
puertorican_match_interrogative-partial-wh_Cuando-bebia-el-vino,607.5,1653.7,2645.5,64.9,-199.9,-56,-11.8,-326.3,43.8,-18.9,170.8,42.5,31.5,-151.2,-19.2,40,51.6,13.7
puertorican_match_interrogative-partial-wh_Cuando-leia-el-libro,584.4,1578,2673.2,77.4,-28.1,34.8,16.3,-281.7,-121,-28.5,100.1,132.5,11,-101.4,-40.8,31.6,6.2,-46.6
puertorican_match_interrogative-partial-wh_Cuando-lleva-el-abrigo,634.2,1563.5,2604.3,51.5,-1.9,105.3,-86,-232.8,-21.7,36.4,2.3,-57,43.8,-305.3,-18.2,6.9,111.6,13.9
puertorican_match_interrogative-partial-wh_Cuando-vendia-el-carro,619.8,1561.1,2421.3,-1.2,-61.6,-43.6,-24.7,-322.8,-49.9,80.5,36.5,-45.9,-75.6,12.9,-4.8,34.9,40.6,-48
puertorican_match_interrogative-partial-wh_Por-que-abre-el-regalo,615.4,1627.7,2525.2,-51,53.6,78.7,-76.7,-178,33.8,-33.5,6,-39.8,-32.5,-246.9,9.6,114.5,-125,-76
puertorican_match_interrogative-partial-wh_Por-que-ama-la-navidad,637.4,1472.6,2067.1,-3.1,-59.6,170.5,-69.4,16.7,21.7,-103.7,10.4,72.1,31,-132.9,-116.9,-28.6,-39.5,41.8
puertorican_match_interrogative-partial-wh_Por-que-hablaba-del-agua,638.2,1443.8,2607.6,-38.8,125.5,-6.4,-121.9,-109.2,-68.7,-7.9,123,49.3,-16.9,-233.4,34.5,33.9,-70.3,-73.6
puertorican_match_interrogative-partial-wh_Por-que-iba-a-Bolivia,559.9,1626.8,2482.9,28.9,-138.1,27,-68,75.9,-96.3,-57.3,-71.7,65.5,107.5,-404.1,26.4,-10.3,29.9,70.4
puertorican_match_interrogative-total-yn_Ana-lleva-el-abrigo,606.9,1498.8,2024.3,135.1,70.5,-47.1,-18,-11,81.9,113.4,102.3,42.3,45.5,-413.2,-230.8,-17.3,90.2,16.8
puertorican_match_interrogative-total-yn_Daniel-iba-a-Bolivia,530.8,1932.7,2600.2,7.6,221.6,149.4,50.2,17.1,15.4,5.6,-143,27.3,57.5,-76.6,40.2,-121.8,297.8,80.3
puertorican_match_interrogative-total-yn_David-leia-el-libro,483.5,1856.8,2538.2,54.5,154.8,82.6,20.2,-274.3,-89.2,-34.7,89.3,154.2,50.2,-46.6,-10.6,-17.9,60.5,29.7
puertorican_match_interrogative-total-yn_Emilio-ama-la-marcha,567,1577.6,2051,-49.8,122.8,82.3,-84.7,182.2,115.2,-14.7,-61.6,-84.2,75.8,-167.7,-107.9,-11.6,-36.4,-60.9
puertorican_match_interrogative-total-yn_Manuela-vende-el-carro,615,1600.9,2535.7,6.3,31.7,1.7,18.3,-97.9,-82.5,-33.5,109,109.5,-100.9,-45.5,-0.1,58.7,76.5,42.5
puertorican_match_interrogative-total-yn_Maria-bebe-el-vino,557.6,1790.2,2644.4,36.8,51.5,-42.5,-4.7,-43,116,-74.7,38.9,-0.6,95.1,-408.5,-122,19.7,-23.6,-101.2
puertorican_match_interrogative-total-yn_Mariano-habla-del-tiempo,579.2,1495.6,2075.3,134.6,88.3,-66.3,-70.8,3.5,102,-105.5,233.8,86,29.2,-136,-64.8,29.3,-4.3,-36.5
puertorican_match_interrogative-total-yn_Marta-abre-el-regalo,637,1565.3,2540.2,19.1,15.4,28.1,-53.3,-140.4,-16.4,-6.1,83.4,-60.8,-33.3,-200.4,0.4,70,-72,-21.9
puertorican_mismatch_declarative-broad-focus_El-bebe-comia-muy-bien,457.3,1900.7,2651.8,63.8,-213.6,-100.5,-67.4,161.7,3.3,-25.6,115.2,-97.5,31.3,41.9,-35.9,22.4,40.7,71.4
puertorican_mismatch_declarative-broad-focus_El-hombre-mira-la-luna,540.9,1565.2,2618.8,16.9,79.6,24.1,-56.6,-93.9,31.5,46.6,21.1,63.6,43.6,235.7,-75.9,-38.1,35,-5.6
puertorican_mismatch_declarative-broad-focus_El-nino-oye-el-rio,489.8,1934.2,2649.6,26.2,105.2,78.3,-45.1,68.5,-42.8,-29,225,20.2,87.2,-239.8,-22.1,31.4,22.1,34.9
puertorican_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris,504.9,1860.7,2401.9,82.4,-156.3,-258.6,1.2,-63.6,-62.9,-7,-204.4,-76.4,7.8,-47.4,-139.4,56.3,-65.6,80.5
puertorican_mismatch_declarative-broad-focus_La-nina-lava-el-plato,594.9,1616.2,2262.3,35.8,216.8,-24.1,-28.7,-40.8,202.3,-11.9,44.8,-17.3,18.7,-183.1,-159.9,103.9,-66.3,-118
puertorican_mismatch_declarative-broad-focus_Mi-madre-come-la-fruta,564.1,1476.8,2158.1,43.7,120.2,-27.6,-34.7,54.7,21.9,-3,-47.7,27.4,-16,-51.3,-98.6,-116,-64,112.9
puertorican_mismatch_declarative-broad-focus_Mi-novio-viene-del-lago,500.6,1702.8,2598.5,-36.7,223.3,-90.5,15.3,-243.6,118.3,-14.9,275.1,-52.6,-48.4,140.9,121.6,16.2,206.7,-56.5
puertorican_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia,474.3,1776.5,2632.2,34,169.4,32,-59.6,176.9,-49.9,-91.2,131.5,11,10.9,53.5,-82.7,-68.6,-285.3,116
puertorican_mismatch_declarative-narrow-focus_El-bebe-comia-muy-bien,458,1930.1,2621.2,65.1,-300.7,-172.5,-38.5,216.5,86.4,-37.2,132.5,-68.4,15.5,-23.7,42.8,44.5,54.3,43.5
puertorican_mismatch_declarative-narrow-focus_El-hombre-mira-la-luna,508.4,1498.3,2479.2,45.8,289.1,-25.9,-76.5,-153.4,11,46,-20.7,124.1,39.5,285,-99.6,-41.3,-12.1,59
puertorican_mismatch_declarative-narrow-focus_El-nino-oye-el-rio,455,1796.9,2628.6,16.1,60.4,5,-61.4,37.1,72.4,-33.2,281.6,-15.1,31.2,-190.1,-58,51.9,75.3,-10.8
puertorican_mismatch_declarative-narrow-focus_La-maestra-vive-en-Paris,515.6,1561.7,2173.7,75,-158.5,-40.3,3.9,79.4,93.7,-12.2,-204.6,-143.5,4.8,130.6,38.9,51.2,-131,-56
puertorican_mismatch_declarative-narrow-focus_La-nina-lava-el-plato,576.3,1745.6,2504.2,-42.1,82.7,-62.1,-8.6,-35.1,46.3,-37.5,-10.5,0.7,36.5,-209.3,-132.6,54,-188.2,-97.6
puertorican_mismatch_declarative-narrow-focus_Mi-madre-come-la-fruta,536.8,1398,1996.7,15.4,64.8,-44.8,-18.8,-4.9,70.5,-22.3,-56,31.1,-66,-96,0.8,-101.3,-53.3,126.8
puertorican_mismatch_declarative-narrow-focus_Mi-novio-viene-del-lago,539.2,1673.3,2543.3,-56.5,194,35.2,-29.5,-173.3,18.2,10.9,222.9,81.8,-13,94.1,86.2,26,69,-86.3
