file,f0,duration,label,group,color,number,cutoff,f11,f21,f31,f12,f22,f32,f13,f23,f33,f14,f24,f34,f15,f25,f35
peruvian_mismatch_interrogative-partial-wh_Por-que-vivia-en-Paris,111.6,1.502,*,1,Black,446,4700,525,1141,2131,346,2021,2415,331,2117,2655,478,1445,2314,311,1742,2510
peruvian_mismatch_interrogative-total-yn_El-bebe-comia-muy-bien,108.6,1.626,*,1,Lime,447,5600,385,1862,2491,442,1879,2393,446,1837,2718,342,2010,2546,412,1891,2665
peruvian_mismatch_interrogative-total-yn_El-hombre-mira-la-luna,119,1.402,*,1,Purple,448,5300,424,1721,2662,334,1678,2437,416,1737,2576,382,1592,2564,544,1576,2678
peruvian_mismatch_interrogative-total-yn_El-nino-oye-el-rio,109.5,1.398,*,1,Teal,449,5150,405,2068,2799,443,1563,2602,411,1770,2660,373,1735,2481,514,1162,2491
peruvian_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris,117.6,1.676,*,1,Navy,450,4700,657,1484,2394,517,1843,2374,453,1615,2368,436,1646,2368,311,1820,2604
peruvian_mismatch_interrogative-total-yn_La-nina-lava-el-plato,110.2,1.38,*,1,Pink,451,5300,430,1779,2575,502,1729,2687,482,1600,2475,620,1507,2428,499,977,2451
peruvian_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta,110.4,1.53,*,1,Maroon,452,5150,337,1578,2425,492,1600,2455,531,1518,2378,374,1491,2506,593,1466,2509
peruvian_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago,109.9,1.58,*,1,Olive,453,5000,416,1728,2474,365,1430,2412,431,1879,2670,541,1458,2414,488,933,2381
peruvian_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia,109.3,1.55,*,1,Grey,454,6200,306,2497,3091,584,1537,2679,468,1653,2747,340,1707,2556,551,1659,2663
peruvian_statement_filler_El-nino-habla-con-su-madre,109.7,1.82,*,1,Red,455,4850,399,2098,2634,509,1198,2470,572,1412,2364,375,1104,2433,537,1423,2454
puertorican_match_declarative-broad-focus_Ana-lleva-el-abrigo,171.2,1.002,*,1,Blue,456,6200,743,1505,1997,441,2147,2422,513,1576,2451,454,1593,2461,396,1160,2476
puertorican_match_declarative-broad-focus_Daniel-iba-a-Bolivia,184,1.146,*,1,Green,457,6350,588,1416,2480,531,1977,2510,475,1358,2476,427,1628,2533,413,1969,2470
puertorican_match_declarative-broad-focus_David-leia-el-libro,169.9,1.092,*,1,Magenta,458,6800,546,1870,2607,403,2040,2588,460,2164,2516,334,2199,2651,426,1408,2190
puertorican_match_declarative-broad-focus_Emilio-ama-la-marcha,168.9,1.192,*,1,Black,459,4700,497,1817,2062,566,1635,2070,615,1496,1991,416,1526,1918,547,1607,2017
puertorican_match_declarative-broad-focus_Manuela-vende-el-carro,175.3,1.192,*,1,Lime,460,5000,528,1330,2014,600,1508,1948,517,1824,2274,571,1817,2243,552,1446,2119
puertorican_match_declarative-broad-focus_Maria-bebe-el-vino,179.5,1.078,*,1,Purple,461,5150,423,1828,2071,529,1876,2298,471,1873,2137,330,2026,2533,427,1117,2092
puertorican_match_declarative-broad-focus_Mariano-habla-del-tiempo,166.9,1.236,*,1,Teal,462,4700,580,1645,2034,785,1548,1990,511,1565,1927,361,1858,2229,345,984,2340
puertorican_match_declarative-broad-focus_Marta-abre-el-regalo,160.6,1.126,*,1,Navy,463,6950,484,1934,2521,800,1628,2659,469,1719,2507,458,2007,2525,547,1282,2640
puertorican_match_declarative-narrow-focus_Ana-lleva-el-abrigo,159.4,0.946,*,1,Pink,464,5150,590,1314,1877,446,1969,2254,577,1317,1892,442,1762,2267,403,1020,2421
puertorican_match_declarative-narrow-focus_Daniel-iba-a-Bolivia,176.7,0.944,*,1,Maroon,465,6950,448,1955,2759,436,2118,2646,535,1411,2509,359,2007,2540,401,2028,2502
puertorican_match_declarative-narrow-focus_David-leia-el-libro,166.6,1.002,*,1,Olive,466,7100,538,1970,2902,416,2014,2539,512,2154,2612,355,2108,2601,435,1506,2293
puertorican_match_declarative-narrow-focus_Emilio-ama-la-marcha,151.5,1.162,*,1,Grey,467,4700,436,1628,2276,502,1885,2130,615,1383,1945,529,1377,1929,591,1426,2004
puertorican_match_declarative-narrow-focus_Manuela-vende-el-carro,162.4,1.172,*,1,Red,468,4700,362,1313,1878,560,1568,1892,373,1789,2086,559,1616,1963,493,1154,1942
puertorican_match_declarative-narrow-focus_Maria-bebe-el-vino,167.4,1.15,*,1,Blue,469,7250,454,1890,2686,417,2197,2628,495,1787,2431,341,1985,2488,402,1902,2756
puertorican_match_declarative-narrow-focus_Mariano-habla-del-tiempo,164.8,1.254,*,1,Green,470,4700,480,1460,1950,600,1374,1948,614,1446,1957,431,1791,2133,329,1082,2384
puertorican_match_declarative-narrow-focus_Marta-abre-el-regalo,166.3,1.112,*,1,Magenta,471,6800,670,1827,2778,736,1738,2622,512,1526,2424,472,1948,2488,561,1395,2510
puertorican_match_interrogative-partial-wh_Cuando-bebia-el-vino,249,1.018,*,1,Black,472,6800,703,1389,2617,706,1506,2533,633,2013,2594,534,1926,2640,573,1522,2683
puertorican_match_interrogative-partial-wh_Cuando-leia-el-libro,275.5,0.958,*,1,Lime,473,6650,679,1486,2667,698,1439,2725,575,1723,2855,519,1728,2830,610,1562,2412
puertorican_match_interrogative-partial-wh_Cuando-lleva-el-abrigo,258.9,1.064,*,1,Purple,474,6950,674,1385,2630,633,1771,2821,758,1559,2586,586,1832,2496,555,1135,2382
puertorican_match_interrogative-partial-wh_Cuando-vendia-el-carro,249.7,1.1,*,1,Teal,475,6050,616,1342,2339,716,1509,2504,513,1873,2460,748,1631,2398,557,1420,2478
puertorican_match_interrogative-partial-wh_Por-que-abre-el-regalo,222.8,1.102,*,1,Navy,476,7100,470,1556,2563,715,1908,2590,710,1685,2492,706,1745,2428,597,1429,2540
puertorican_match_interrogative-partial-wh_Por-que-ama-la-navidad,218.8,1.114,*,1,Pink,477,4700,531,1471,2296,807,1461,2200,760,1463,1921,565,1536,2151,688,1546,1769
puertorican_match_interrogative-partial-wh_Por-que-hablaba-del-agua,203.3,1.028,*,1,Maroon,478,6650,479,1453,2575,706,1480,2543,766,1387,2656,669,1599,2576,578,1098,2557
puertorican_match_interrogative-partial-wh_Por-que-iba-a-Bolivia,224.9,0.97,*,1,Olive,479,6350,536,1536,2427,570,1783,2447,718,1288,2620,388,1944,2516,553,1760,2399
puertorican_match_interrogative-total-yn_Ana-lleva-el-abrigo,244.1,0.986,*,1,Grey,480,4700,793,1464,1991,554,1788,2134,624,1227,1775,611,1834,2247,422,1089,2205
puertorican_match_interrogative-total-yn_Daniel-iba-a-Bolivia,206.5,1.084,*,1,Red,481,7250,628,1938,2764,430,2087,2655,515,2041,2616,470,1654,2548,528,1775,2446
puertorican_match_interrogative-total-yn_David-leia-el-libro,220.7,0.936,*,1,Blue,482,6950,613,1719,2539,401,2031,2507,525,2073,2632,363,1875,2614,409,1454,2294
puertorican_match_interrogative-total-yn_Emilio-ama-la-marcha,225.8,1.148,*,1,Green,483,4700,447,1888,2058,497,1866,2152,774,1276,1934,666,1565,1950,585,1624,2113
puertorican_match_interrogative-total-yn_Manuela-vende-el-carro,226.2,1.11,*,1,Magenta,484,6500,671,1452,2488,734,1596,2493,504,1732,2595,700,1699,2546,619,1493,2472
puertorican_match_interrogative-total-yn_Maria-bebe-el-vino,217.4,0.946,*,1,Black,485,7550,605,1662,2726,592,2062,2696,639,1583,2440,417,1883,2729,645,1589,2644
puertorican_match_interrogative-total-yn_Mariano-habla-del-tiempo,235.8,1.224,*,1,Lime,486,4700,591,1606,2094,790,1315,1931,654,1428,1997,370,1708,2166,371,1231,2091
puertorican_match_interrogative-total-yn_Marta-abre-el-regalo,234.7,1.096,*,1,Purple,487,6500,718,1496,2541,665,1634,2566,744,1487,2535,625,1773,2509,580,1388,2534
puertorican_mismatch_declarative-broad-focus_El-bebe-comia-muy-bien,178.3,1.138,*,1,Teal,488,6950,435,1776,2492,516,1770,2539,529,1997,2572,363,2140,2656,366,2136,2726
puertorican_mismatch_declarative-broad-focus_El-hombre-mira-la-luna,204.2,1.142,*,1,Navy,489,6650,607,1552,2665,498,1579,2560,593,1755,2536,562,1557,2700,417,1507,2607
puertorican_mismatch_declarative-broad-focus_El-nino-oye-el-rio,196.1,1.09,*,1,Pink,490,7400,500,2143,2693,446,1952,2730,613,1678,2708,457,2052,2592,415,1789,2522
puertorican_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris,179.6,1.162,*,1,Maroon,491,6050,637,1475,2035,524,2178,2558,495,1657,2342,387,1886,2546,408,2102,2554
puertorican_mismatch_declarative-broad-focus_La-nina-lava-el-plato,194.6,1.09,*,1,Olive,492,5000,580,1716,2347,565,1930,2340,644,1489,1927,553,1562,2336,549,1487,2470
puertorican_mismatch_declarative-broad-focus_Mi-madre-come-la-fruta,187.6,1.292,*,1,Grey,493,4700,533,1531,2135,604,1677,2155,594,1523,2077,507,1258,2249,406,1508,2182
puertorican_mismatch_declarative-broad-focus_Mi-novio-viene-del-lago,167.4,1.166,*,1,Red,494,7550,467,2095,2554,491,1547,2495,489,2079,2555,411,1670,2556,536,1337,2571
puertorican_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia,181.6,1.174,*,1,Blue,495,6650,393,2124,2669,605,1569,2686,488,1621,2573,350,1894,2620,367,1745,2662
puertorican_mismatch_declarative-narrow-focus_El-bebe-comia-muy-bien,174.1,1.138,*,1,Green,496,6950,461,1865,2519,530,1650,2482,526,1819,2541,354,2133,2541,368,2397,2814
puertorican_mismatch_declarative-narrow-focus_El-hombre-mira-la-luna,181,1.076,*,1,Magenta,497,6350,550,1582,2520,475,1594,2359,577,1784,2475,503,1339,2582,362,1316,2428
puertorican_mismatch_declarative-narrow-focus_El-nino-oye-el-rio,171.5,1.054,*,1,Black,498,6650,386,1894,2703,438,1829,2626,476,1877,2574,429,1900,2610,368,1491,2669
puertorican_mismatch_declarative-narrow-focus_La-maestra-vive-en-Paris,175.4,1.138,*,1,Lime,499,4700,607,1479,2134,566,1530,2218,527,1531,2108,499,1489,2022,365,2118,2429
puertorican_mismatch_declarative-narrow-focus_La-nina-lava-el-plato,184.6,1.088,*,1,Purple,500,6200,475,1893,2579,554,2013,2592,620,1451,2439,449,1873,2585,586,1936,2595
puertorican_mismatch_declarative-narrow-focus_Mi-madre-come-la-fruta,180.1,1.24,*,1,Teal,501,4700,453,1424,1998,567,1613,1883,525,1162,1910,564,1452,1840,414,1332,2028
puertorican_mismatch_declarative-narrow-focus_Mi-novio-viene-del-lago,175.9,1.182,*,1,Navy,502,6950,461,1955,2716,528,1483,2431,600,1939,2634,575,1754,2503,574,1420,2413
puertorican_mismatch_declarative-narrow-focus_Mi-tia-odia-la-lluvia,182.4,1.22,*,1,Pink,503,7250,362,1960,2849,563,2049,2654,550,1562,2558,364,1808,2576,446,1829,2647
puertorican_mismatch_interrogative-partial-wh_Cuando-comia-la-fruta,220.1,1.176,*,1,Maroon,504,4700,564,1252,2004,543,1034,2069,646,1441,2084,417,1183,2325,392,1475,2064
puertorican_mismatch_interrogative-partial-wh_Cuando-lavaba-el-plato,206.4,1.172,*,1,Olive,505,6500,627,1387,2775,611,1358,2663,583,1311,2559,534,1528,2653,533,1114,2734
puertorican_mismatch_interrogative-partial-wh_Cuando-miraba-la-luna,192.9,1.046,*,1,Grey,506,6950,698,1435,2614,554,1775,2631,706,1428,2515,621,1568,2643,428,1441,2553
puertorican_mismatch_interrogative-partial-wh_Por-que-desayuna-muy-bien,208.7,1.21,*,1,Red,507,6800,523,1851,2367,612,1896,2538,532,1937,2530,398,1855,2421,371,2162,2617
puertorican_mismatch_interrogative-partial-wh_Por-que-odiaba-la-lluvia,178.7,1.134,*,1,Blue,508,6500,407,1535,2439,539,1485,2403,627,1467,2410,377,1830,2639,377,1663,2507
puertorican_mismatch_interrogative-partial-wh_Por-que-oia-el-rio,189.8,0.94,*,1,Green,509,5900,478,1467,2339,668,1773,2349,556,1890,2338,419,1863,2329,528,1341,2331
puertorican_mismatch_interrogative-partial-wh_Por-que-venia-del-lago,205.8,1.074,*,1,Magenta,510,6650,503,1294,2414,583,1956,2416,627,1969,2631,569,1632,2607,548,1063,2393
puertorican_mismatch_interrogative-partial-wh_Por-que-vivia-en-Paris,213.1,0.986,*,1,Black,511,6050,427,1408,2308,530,2041,2274,486,1916,2340,431,1701,2496,456,1983,2423
puertorican_mismatch_interrogative-total-yn_El-bebe-comia-muy-bien,234.4,1.166,*,1,Lime,512,6800,528,1776,2504,571,1931,2397,551,1754,2593,522,1915,2514,579,2116,2674
puertorican_mismatch_interrogative-total-yn_El-hombre-mira-la-luna,207.7,1.17,*,1,Purple,513,4700,614,1501,2096,528,1226,2071,647,1491,1892,619,1440,1913,479,1438,2037
puertorican_mismatch_interrogative-total-yn_El-nino-oye-el-rio,221.7,1.074,*,1,Teal,514,6950,555,2139,2865,584,2246,2586,725,1329,2553,509,1875,2694,471,1907,2545
puertorican_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris,215,1.262,*,1,Navy,515,4850,664,1490,2030,621,1560,2438,623,1557,2094,575,1501,2091,480,1941,2494
puertorican_mismatch_interrogative-total-yn_La-nina-lava-el-plato,231.2,1.106,*,1,Pink,516,5150,602,1658,2413,624,1888,2470,757,1569,2378,563,1504,2417,597,1121,2101
puertorican_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta,206.9,1.196,*,1,Maroon,517,5150,503,1407,2186,632,1690,2054,589,1210,2088,592,1360,2417,515,1462,1955
puertorican_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago,232.2,1.212,*,1,Olive,518,6650,572,1730,2519,651,1511,2437,551,1845,2575,596,1758,2622,564,1474,2560
puertorican_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia,230.2,1.296,*,1,Grey,519,6650,435,2115,2726,747,1715,2818,720,1558,2776,449,1645,2566,405,1704,2470
puertorican_statement_filler_La-nina-pinta-con-su-amiga,193.6,1.37,*,1,Red,520,4700,569,1824,2322,598,1682,2420,560,1138,2025,458,1050,1991,422,1121,2148
