instructions_2afc_loop.thisRepN,instructions_2afc_loop.thisTrialN,instructions_2afc_loop.thisN,instructions_2afc_loop.thisIndex,instructions_2afc_loop.ran,instructions_text,continue_text,participant,What variety of Spanish are you most familiar with?*,What variety of English do you speak?*,At what age did you begin learning Spanish?*,Are you proficient in any languages other than English/Spanish (yes/no)?*,date,expName,psychopyVersion,OS,frameRate,key_resp_2afc_practice.keys,key_resp_2afc_practice.corr,key_resp_2afc_practice.rt,trials_2afc_practice_loop.thisRepN,trials_2afc_practice_loop.thisTrialN,trials_2afc_practice_loop.thisN,trials_2afc_practice_loop.thisIndex,trials_2afc_practice_loop.ran,path,correct_response,the_col,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,item_num,andalusian,argentine,castilian,chilean,cuban,mexican,peruvian,puertorican,key_resp_ac1.keys,key_resp_ac1.corr,key_resp_ac1.rt,ac1_loop.thisRepN,ac1_loop.thisTrialN,ac1_loop.thisN,ac1_loop.thisIndex,ac1_loop.ran,instructions_lextale_loop.thisRepN,instructions_lextale_loop.thisTrialN,instructions_lextale_loop.thisN,instructions_lextale_loop.thisIndex,instructions_lextale_loop.ran,key_resp_lextale_practice.keys,key_resp_lextale_practice.corr,key_resp_lextale_practice.rt,trials_lextale_practice_loop.thisRepN,trials_lextale_practice_loop.thisTrialN,trials_lextale_practice_loop.thisN,trials_lextale_practice_loop.thisIndex,trials_lextale_practice_loop.ran,stim,word,prac_button_real,prac_button_false,key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,trials_lextale_loop.thisRepN,trials_lextale_loop.thisTrialN,trials_lextale_loop.thisN,trials_lextale_loop.thisIndex,trials_lextale_loop.ran,button_real,button_false,key_resp_ac2.keys,key_resp_ac2.corr,key_resp_ac2.rt,check_pass,check_fails,ac2_loop.thisRepN,ac2_loop.thisTrialN,ac2_loop.thisN,ac2_loop.thisIndex,ac2_loop.ran,slider_eq_trial.response,trials_eq_loop.thisRepN,trials_eq_loop.thisTrialN,trials_eq_loop.thisN,trials_eq_loop.thisIndex,trials_eq_loop.ran,item,is_test_item,is_distractor,is_agree_score,is_disagree_score
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,rompido,,,0,1,0.27752,0,65,65,34,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,aviso,,,0,0,0.09951,0,66,66,33,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,torpe,,,0,0,0.15077,0,67,67,38,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,orgulloso,,,0,0,0.155535,0,68,68,63,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,yacer,,,0,0,0.12091,0,69,69,74,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,pemición,,,0,1,0.14127,0,70,70,71,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,candado,,,0,0,0.081305,0,71,71,50,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,hacido,,,0,1,0.085685,0,72,72,65,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,flaco,,,0,0,0.13404,0,73,73,61,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,regar,,,0,0,0.12368,0,74,74,14,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,hervidor,,,0,0,0.116955,0,75,75,72,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,fomentar,,,0,0,0.124015,0,76,76,53,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,ganar,,,0,0,0.13331,0,77,77,48,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,asesinato,,,0,0,0.107925,0,78,78,11,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,plaudir,,,0,1,0.178135,0,79,79,57,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,alardio,,,0,1,0.11628,0,80,80,29,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,cuchara,,,0,0,0.166915,0,81,81,43,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,rebuscar,,,0,0,0.111405,0,82,82,40,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,floroso,,,0,1,0.161335,0,83,83,16,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,cintro,,,0,1,0.107375,0,84,84,73,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,engatusar,,,0,0,0.115895,0,85,85,68,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,látigo,,,0,0,0.100325,0,86,86,23,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,tacaño,,,0,0,0.05275,0,87,87,56,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,musgo,,,0,0,0.15766,0,88,88,55,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,arsa,,,0,1,0.300085,0,89,89,17,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4.25089,1,1,0,0,0,0,1,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,1,I can easily tell if someone else wants to enter a conversation.,1,0,1,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,1,1,1,I prefer animals to humans.,0,1,0,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,2,2,1,I try to keep up with the current trends and fashions.,0,1,0,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,3,3,3,1,"I find it difficult to explain to others things that I understand easily, 
  when they don’t understand it first time.",1,0,0,1
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,4,4,4,1,I dream most nights.,0,1,0,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,5,5,1,I really enjoy caring for other people.,1,0,1,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,6,6,6,1,I try to solve my own problems rather than discussing them with others.,0,1,0,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,7,7,7,1,I find it hard to know what to do in a social situation.,1,0,0,1
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,8,8,8,1,I am at my best first thing in the morning.,0,1,0,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,9,9,9,1,"People often tell me that I went too far in driving my point home in a 
  discussion.",1,0,0,1
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,10,10,10,1,It doesn’t bother me too much if I am late meeting a friend.,1,0,0,1
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,11,11,11,1,"Friendships and relationships are just too difficult, so I tend not to 
  bother with them.",1,0,0,1
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,12,12,12,1,"I would never break a law, no matter how minor.",0,1,0,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,13,13,13,1,I often find it difficult to judge if something is rude or polite.,1,0,0,1
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,14,14,14,1,"In a conversation, I tend to focus on my own thoughts rather than on what 
  my listener might be thinking.",1,0,0,1
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,15,15,15,1,I prefer practical jokes to verbal humor.,0,1,0,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,16,16,16,1,I live life for today rather than the future.,0,1,0,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,17,17,17,1,"When I was a child, I enjoyed cutting up worms to see what would happen.",1,0,0,1
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,18,18,18,1,I can pick up quickly if someone says one thing but means another.,1,0,1,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,19,19,19,1,I tend to have very strong opinions about morality.,0,1,0,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,20,20,20,1,It is hard for me to see why some things upset people so much.,1,0,0,1
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,21,21,21,1,I find it easy to put myself in somebody else’s shoes.,1,0,1,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,22,22,22,1,"I think that good manners are the most important thing a parent can teach 
  their child.",0,1,0,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,23,23,23,1,I like to do things on the spur of the moment.,0,1,0,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,24,24,24,1,I am good at predicting how someone will feel.,1,0,1,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,25,25,25,1,"I am quick to spot when someone in a group is feeling awkward or 
  uncomfortable.",1,0,1,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,26,26,26,1,"If I say something that someone else is offended by, I think that that’s 
  their problem, not mine.",1,0,0,1
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,27,27,27,1,"If anyone asked me if I liked their haircut, I would reply truthfully, even 
  if I didn’t like it.",1,0,0,1
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,28,28,28,1,I can’t always see why someone should have felt offended by a remark.,1,0,0,1
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,29,29,29,1,People often tell me that I am very unpredictable.,0,1,0,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,30,30,30,1,I enjoy being the center of attention at any social gathering.,0,1,0,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,31,31,31,1,Seeing people cry doesn’t really upset me.,1,0,0,1
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,32,32,32,1,I enjoy having discussions about politics.,0,1,0,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,33,33,33,1,"I am very blunt, which some people take to be rudeness, even though this is 
  unintentional.",1,0,0,1
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,34,34,34,1,I don’t tend to find social situations confusing.,1,0,1,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,35,35,35,1,"Other people tell me I am good at understanding how they are feeling and 
  what they are thinking.",1,0,1,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,36,36,36,1,"When I talk to people, I tend to talk about their experiences rather than 
  my own.",1,0,1,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,37,37,37,1,It upsets me to see an animal in pain.,1,0,1,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,38,38,38,1,I am able to make decisions without being influenced by people’s feelings.,1,0,0,1
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,39,39,39,1,I can’t relax until I have done everything I had planned to do that day.,0,1,0,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,40,40,40,1,"I can easily tell if someone else is interested or bored with what I am 
  saying.",1,0,1,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,41,41,41,1,I get upset if I see people suffering on news programmes.,1,0,1,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,42,42,42,1,"Friends usually talk to me about their problems as they say that I am very 
  understanding.",1,0,1,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,43,43,43,1,"I can sense if I am intruding, even if the other person doesn’t tell me.",1,0,1,0
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,44,44,44,1,"I often start new hobbies but quickly become bored with them and move on to 
  something else.",0,1,0,0
